ID,車名,支払総額,車両価格,諸費用,色,年式,走行距離,地域,車検,ミッション,駆動方式,整備ノート,排気量,法定整備,動力,修復歴,ワンオーナー,未使用車,禁煙車,外装,内装,機関,修理歴,カーナビ,ETC,スマートキー,盗難防止システム,アイドリングストップ,100V電源,USB入力端子,Bluetooth接続,音楽プレイヤー接続可,CDデッキ,DVDデッキ,テレビ,パワーステアリング,パワーウィンドウ,寒冷地仕様,本革シート,ハーフレザーシート,パワーシート,ベンチシート,フルフラット,シートエアコン,シートヒーター,ローダウン,電動リアゲート,サンルーフ,ディスチャージドランプ,LEDヘッドランプ,アルミホイール,エアロパーツ,エアバッグ,ドライブレコーダー,バックモニターカメラ,全周囲カメラ,フロントカメラ,サイドカメラ,横滑り防止装置,衝突安全ボディ,衝突被害軽減システム,ABS,クルーズコントロール,アダプティブクルーズコントロール,クリアランスソナー,オートライト,レーンアシスト,パークアシスト,自動駐車システム
361,プリウス Ｓツーリングセレクション,304.3,295.9,8.4,アティチュードブラックマイカ,2022,2.4,和歌山県,2025/04,CVT,2WD,1,1800cc,1,ハイブリッド,0,0,0,0,NA,NA,NA,NA,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0
362,プリウス Ａツーリングセレクション,251.8,243,8.8,プラチナホワイトパールマイカ,2021,4.4,和歌山県,2024/11,AT,2WD,1,1800cc,1,ハイブリッド,0,0,0,0,NA,NA,NA,NA,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0
363,プリウス Ａプレミアム,320,300,20,ブラック,2022,2,京都府,2025/02,CVT,2WD,1,1800cc,0,ハイブリッド,0,0,0,0,NA,NA,NA,NA,0,0,1,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,1,1,1,1,1,0,1,0,1,0,0
364,プリウス Ｇ,353.3,337,16.3,アティチュードブラックマイカ,2023,1.9,兵庫県,2026/03,CVT,2WD,1,2000cc,1,ハイブリッド,0,1,0,0,NA,NA,NA,NA,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0
365,プリウス Ｓ,59,49,10,ホワイト,2013,16.6,大阪府,車検整備付,CVT,2WD,1,1800cc,1,ハイブリッド,0,0,0,1,NA,NA,NA,NA,1,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
366,プリウス Ａツーリングセレクション,255.2,245,10.2,クロ,2020,1.2,京都府,2025/12,AT,2WD,1,1800cc,1,ハイブリッド,0,1,0,0,NA,NA,NA,NA,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0
367,プリウス Ｓツーリングセレクション・ブラックエディション,274.2,255,19.2,プラチナホワイトパールマイカ,2022,4.3,大阪府,2025/04,CVT,2WD,1,1800cc,1,ハイブリッド,0,1,0,0,NA,NA,NA,NA,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0
368,プリウス ベースグレード,177,160,17,パールＭ,2009,8.4,大阪府,2024/07,AT,2WD,1,1800cc,1,ハイブリッド,0,0,0,1,NA,NA,NA,NA,0,0,1,0,1,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0
369,プリウス Ａ,156,148.2,7.8,サーモテクトライムグリーン,2017,0.6,兵庫県,2024/09,CVT,2WD,1,1800cc,1,ハイブリッド,0,0,0,0,4,5,正常,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,1,1,1,0,1,1,1,1,0
370,プリウス Ｚ,402.5,389.9,12.6,アティチュードブラックマイカ,2023,0.5,大阪府,2026/06,AT,2WD,1,2000cc,0,ガソリン,0,1,0,0,NA,NA,NA,NA,1,1,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,1,1,1,1,1,0,1,1,0,1,0,1,1,1,0
371,プリウス Ｚ,464,449.9,14.1,パール,2023,0.055,兵庫県,2026/02,CVT,4WD,1,2000cc,1,ハイブリッド,0,0,0,0,NA,NA,NA,NA,0,1,0,1,0,1,0,1,0,0,0,1,1,1,1,1,0,1,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1,1,0
372,プリウス Ｓセーフティプラス,159.9,149,10.9,パール,2017,2.2,大阪府,2026/06,CVT,2WD,1,1800cc,1,ハイブリッド,0,1,0,0,NA,NA,NA,NA,1,1,1,1,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0
373,プリウス Ｚ,458.6,452.7,5.9,プラチナホワイトパールマイカ,2023,0.2,奈良県,2026/07,AT,2WD,1,2000cc,1,ハイブリッド,0,1,0,0,NA,NA,NA,NA,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0
374,プリウス ＳセーフティプラスＩＩ,170.2,158,12.2,プラチナホワイトパールマイカ,2021,10.8,大阪府,2026/04,CVT,2WD,1,1800cc,1,ハイブリッド,0,0,0,0,NA,NA,NA,NA,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0
375,プリウス Ｓ,160.5,149.6,10.9,ホワイトパールクリスタルシャイン,2020,8.2,兵庫県,2025/05,CVT,2WD,1,1800cc,1,ハイブリッド,0,1,0,0,NA,NA,NA,NA,1,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
376,プリウス Ｚ,399.5,387.9,11.6,アティチュードブラックマイカ,2023,0.5,大阪府,2026/06,CVT,2WD,1,2000cc,1,ハイブリッド,0,0,0,0,NA,NA,NA,NA,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0,1,0,1,1,1,1,1,0,0,0,1,0,1,1,1,1,0
377,プリウス Ｓマイコーデ,84.8,74.8,10,パープル,2013,9.3,大阪府,車検整備付,CVT,2WD,1,1800cc,1,ハイブリッド,0,0,0,1,NA,NA,NA,NA,1,1,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0
378,プリウス Ｚ,417.9,404.9,13,プラチナホワイトパールマイカ,2024,0.3,京都府,2027/02,AT,2WD,1,2000cc,0,ガソリン,0,1,0,0,NA,NA,NA,NA,1,1,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0
379,プリウス Ｚ,439.8,427.7,12.1,パール,2023,1.3,兵庫県,2026/02,CVT,2WD,1,2000cc,1,ハイブリッド,0,0,0,0,5,5,正常,0,1,1,1,1,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,0
380,プリウス Ｚ,424.4,409.8,14.6,パール,2024,8e-4,奈良県,2027/02,CVT,2WD,1,2000cc,0,ハイブリッド,0,0,1,0,NA,NA,NA,NA,1,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0
